query,result_count
吳橋縣,39200
吳永剛,8530
吳江,1820000
吳江市,279000
吳淞,153000
吳清源,33100
吳牛見月,78000
吳玉章,38500
吳王闔廬,80800
吳王闔閭,180000
吳用,118000
吳縣,533000
吳自牧,54100
吳興,1420000
吳興區,24400
吳語,1300000
吳起,304000
吳起縣,13300
吳越,3450000
吳越同舟,138000
吳越春秋,1640000
吳趼人,17700
吳邦國,38400
吳鎮宇,340000
吳頭楚尾,116000
吵,100000000
吵吵,14800000
吵吵嚷嚷,18000000
吵嘴,23300000
吵嚷,14000000
吵架,100000000
吵醒,100000000
吵雜,964000
吵鬧,841000
吵鬧聲,489000
吶,14500000
吶喊,3870000
吸,100000000
吸住,44900000
吸入,100000000
吸入劑,2460000
吸入器,17300000
吸入閥,639000
吸力,100000000
吸取,100000000
吸取教訓,8440000
吸口,100000000
吸吮,100000000
吸地,100000000
吸塵器,1190000
吸塵機,3940000
吸奶,77500000
吸奶器,42500000
吸引,100000000
吸引力,100000000
吸引子,3370000
吸引子網絡,232000
吸把,100000000
吸收,100000000
吸收劑量,3870000
吸毒,100000000
吸毒成癮,1490000
吸氣,736000
吸氣器,20300000
吸氧,100000000
吸水,100000000
吸濕,640000
吸濕性,3070000
吸煙,2610000
吸煙區,1500000
吸煙室,6520000
吸熱,204000
吸留,100000000
吸盡,6060000
吸盤,753000
吸盤魚,159000
吸睛,100000000
吸碳,71800000
吸碳存,12
吸積,6270000
吸管,100000000
吸聲,22300000
吸蟲綱,47100
吸血者,16300000
吸進,227000
吸鐵石,21000
吸附洗消劑,1980000
吸音,100000000
吹冷風,38400
吹吹拍拍,1350000
吹哨,100000000
吹毛求疵,54500000
吹氣,585000
吹灰,77100000
吹灰之力,55900000
吹熄,9110000
吹燈拔蠟,129000
吹牛,100000000
吹牛拍馬,76800
吹牛皮,27100000
吹球機,166000
吹竽手,800000
吹笛者,1420000
吹管,18300000
吹管樂,3900000
吹簫,1200000
吹簫乞食,112000
吹糠見米,122000
吹脹,624000
吹臺,7850000
吹葉機,67700
吹號,80200
吹襲,562000
吹風機,21800000
吹鬍子瞪眼,128000
吹鼓手,6810000
吻,100000000
吻別,220000
吻合,100000000
吻技,28700000
吻痕,26200000
吻部,8280000
吼,100000000
吼叫,100000000
吼聲,169000
吽,18600000
吽牙,696000
吾,100000000
吾人,24200000
吾爾開希,20
吾生也有涯，而知也無涯,6440000
吾輩,1190000
呀,100000000
呂,16800000
呂塞爾斯海姆,1440
呂宋島,257000
呂宋海峽,22900
呂岩,42500
呂布,1270000
呂布戟,57200
呂望,162000
呂梁市,111000
呂氏春秋,5420000
呂洞賓,208000
呂純陽,162000
呂蒙,339000
呂覽,994000
呂貝克,27600
呃,100000000
呃逆,37100000
呆,100000000
呆住,77600000
呆傻,24100000
呆帳,157000
呆扳手,9810000
呆會兒,178000
呆板,100000000
呆根,55600000
呆滯,746000
呆瓜,23400000
呆笨,11200000
呆若木雞,1420000
呆萌,100000000
呈交,61900000
呈報,694000
呈獻,992000
呈請,247000
呈陰性,6270000
呉,7820000
告一段落,100000000
告別,9800000
告密者,16000000
告急,100000000
告戒,14900000
告狀,317000
告知,100000000
告示牌,41100000
告竣,7220000
告誡,1110000
告饒,16900
呏,648000
呔,23000000
呢,100000000
呢呢,429000
呢喃,100000000
呣,3390000
呧,652000
周,100000000
周全,100000000
周口,100000000
周報,610000
周寧,66800
周寧縣,20000
周小川,19700000
周幽王,19000000
周延,24600000
周恩來,642000
周成王,100000000
周扒皮,36700000
周折,100000000
周敦頤,165000
周文王,46800000
周旋,100000000
周易,100000000
周星馳,1080000
周晬,523000
周書,1250000
周會,104000
周有光,4960000
周朝,100000000
周期函數,36700000
周村,100000000
周村區,50700
周杰倫,3000000
周梁淑怡,233000
周樹人,3130000
周武王,52200000
周武王姬發,1150000
周永康,15900000
周波,85600000
周渝民,30600000
周潤發,520000
周濟,19700000
周狗,447000
周瑜打黃蓋,861000
周瘦鵑,21400
周知,100000000
周立波,49700000
周華健,312000
周處,135000
周詳,556000
周轉,1660000
周邊商品,10300000
呫呫,314000
呫噸酮,19200
呫畢,24300
呱呱,100000000
呲,100000000
味噌,19400000
味覺,1320000
呵叱,2550000
呵喝,69500000
呵斥,100000000
呵欠,31000000
呵責,75000
呷,65600000
呻,100000000
呻吟,100000000
呼之即來,13500000
呼來喝去,1410000
呼叫聲,8150000
呼召,9660000
呼呼,100000000
呼和浩特,100000000
呼咻,1150000
呼哧呼哧,16100000
呼喚,2650000
呼喝,100000000
呼嚕嚕,10000000
呼圖壁縣,11400
呼弄,70800000
呼應,3030000
呼拉圈,48600000
呼救,100000000
呼朋引伴,19700000
呼朋引類,1370000
呼格,6850000
呼機,32500000
呼氣,385000
呼牛作馬,3280000
呼牛呼馬,503000
呼瑪,23600
呼瑪縣,13800
呼籲,3560000
呼聲,1060000
呼蘭,122000
呼蘭區,30700
呼號,195000
呼風喚雨,2340000
命,100000000
命不久已,29900000
命中,100000000
命中率,100000000
命中註定,7650000
命令,100000000
命令列,100000000
命令句,52200000
命令行,100000000
命危,4860000
命名,100000000
命名日,872000
命名系統,22200000
命在旦夕,9180000
命定,79400000
命根,64800000
命根子,36100000
命案,100000000
命歸黃泉,317000
命理,100000000
命相,41600000
命脈,694000
命赴黃泉,243000
命途坎坷,5230000
命題,2040000
咅,2670000
咆哮,100000000
咈,3130000
咋,100000000
咋呼,11900000
咋舌,78400000
和事佬,23600000
和善,100000000
和好如初,24000000
和平主義,6070000
和平區,323000
和平條約,1860000
和平鄉,4230000
和政,36900000
和政縣,14000
和暖,77500000
和氣,100000000
和氣致祥,494000
和田,100000000
和田縣,14000
和睦相處,6620000
和碩,248000
和約,88800000
和美鎮,222000
和聲,1330000
和解,100000000
和記黃埔,821000
和諧性,17900000
和達清夫,4240
和闐,77600
和靜,120000
和靜縣,7240
和音,100000000
和順,920000
和順縣,40600
和顏悅色,4210000
和風,3090000
和食,100000000
和麵,202000
和龍,238000
和龍市,14000
咍,4190000
咎,100000000
咎有應得,4710000
咎由自取,49000000
咐,100000000
咑,10400000
咒,100000000
咒文,13000000
咒罵,276000
咒詛,290000
咒語,1050000
咔,100000000
咔唑,6410000
咔嗒,12500000
咔嘰,35800
咔噠聲,214000
咔嚓,100000000
咕,100000000
咕咕叫,33300000
咕咚,66500000
咕咾肉,7260000
咕噥,56200
咕嚕,1730000
咕嚕肉,1270000
咕攘,1080000
咖,100000000
咖哩,19100000
咖啡伴侶,1320000
咖啡廳,22500000
咖啡機,16200000
咖啡豆,100000000
咖喱,100000000
咠,754000
咣當,12300
咧嘴,100000000
咨,100000000
咪唑,88600000
咫,100000000
咫尺,100000000
咫尺天涯,30900000
咬唇妝,747000
咬嚙,12400
咬定,100000000
咬定牙根,473000
咬定牙關,270000
咬牙切齒,1550000
咬甲癖,2740000
咬鉤,2450000
咭,29600000
咯,100000000
咯嚓,1010000
咱,100000000
咳,100000000
咳嗽,100000000
咸,100000000
咸寧地區,440000
咸興市,41900
咸豐縣,16300
咸鏡南道,253000
咽峽,2070000
咾,11300000
哀,100000000
哀傷,1910000
哀傷地,1770000
哀兵必勝,148000
哀勸,1960000
哀告,3120000
哀告賓服,4330
哀哭,7720000
哀哭切齒,12100
哀啟,5590
哀嘆,193000
哀嚎,100000000
哀失,79300000
哀婉,29500000
哀子,1300000
哀家,15800000
哀平,35000000
哀思,68700000
哀怨,100000000
哀悼,100000000
哀愁,98200000
哀慟,279000
哀憐,166000
哀憫,137000
哀戚,7000000
哀榮,84500
哀樂,1540000
哀歌,25100000
哀求,100000000
哀江南賦,413000
哀泣,18100000
哀痛,47900000
哀的美敦書,60800
哀矜,4460000
哀而不傷,7550000
哀艷,33100
哀莫大於心死,675000
哀號,386000
哀詞,2610000
哀辭,96500
哀鳴,304000
哀鴻遍野,454000
品,100000000
品位,100000000
品保,29700000
品名,100000000
品學,100000000
品學兼優,2150000
品客,8650000
品川區,115000
品牌,100000000
品目,100000000
品相,100000000
品級,359000
品脫,16500000
品行,100000000
品評,89500000
品貌,19300000
品達,25600000
品鑒,462000
品麗珠,1220000
哄勸,1460000
哄抬,86900000
哄笑,33900000
哄騙,298000
哆,100000000
哆啦A夢,35600000
哆嗦,100000000
哇,100000000
哇塞,100000000
哇沙比,35800
哇沙米,91500
哈,100000000
哈佛,100000000
哈倫褲,3160000
哈利·波特,80700000
哈努卡節,32400
哈勃,66400000
哈士奇,100000000
哈士蟆,825000
哈密地區,41100
哈密瓜,100000000
哈巴河縣,1570000
哈巴谷書,213000
哈德斯,3600000
哈德遜河,282000
哈恩,15500000
哈扣,25200000
哈拉,48100000
哈拉子,1220000
哈拉爾五世,33700
哈拉雷,3050000
哈拿,2240000
哈摩辣,18800
哈日,11300000
哈日族,614000
哈普西科德,71900
哈根達斯,188000
哈桑,30500000
哈梅內伊,25000
哈棒,442000
哈欠,100000000
哈比人,2230000
哈爾斯塔,929
哈爾濱,4520000
哈爾濱工業大學,8140000
哈爾濱市,515000
哈爾登,5830
哈特福德,36500000
哈珀,21200000
哈瓦那,60200000
哈米吉多頓,9670
哈米爾卡,13500
哈羅,133000
哈腰,41400000
哈莉·貝瑞,261000
哈萊姆,14100
哈蒙德,8510000
哈薩克,460000
哈薩克人,5440000
哈薩克文,2690000
哈薩克斯坦,13100000
哈薩克族,3380000
哈西納,29
哈貝馬斯,26000
哈迪,36400000
哈迪斯,28900000
哈達,219000
哈里斯堡,35100000
哈里發塔,71600
哈里發帝國,106000
哈雷彗星,7790000
哈靈根,4200
哈馬斯,27700
哈馬黑拉島,13500
哋,25700000
哌,100000000
哌嗪,25800000
哌替啶,15100000
哎喲,773000
哐,75300000
哐哐啷啷,283000
員,89500000
員外,2020000
員工,43200000
員林鎮,116000
員警,28000000
哤,1530000
哥,100000000
哥利亞,724000
哥吉拉,1340000
哥斯大黎加,59700000
哥斯拉,97100000
哥林多,2050000
哥林多後書,812000
哥羅芳,61900
哥薩克,81600
哧溜溜,480000
哨卡,14100000
哨子,70100000
哨所,47600000
哩,100000000
哪,100000000
哪兒,3540000
哪怕,100000000
哪裡,24400000
哫,1450000
哭哭啼啼,53100000
哭喊,100000000
哭喪臉,94500
哭天抹淚,594000
哭牆,27800
哭窮,53300
哭笑不得,100000000
哭聲,839000
哭聲震天,56600
哭腔,65900000
哭臉,25700
哭訴,327000
哭靈,18300
哭鼻子,25200000
哮,100000000
哮喘,100000000
哮喘病,56100000
哮鳴,832000
哰,604000
哱,1350000
哲,100000000
哲人,92300000
哲人其萎,1210000
哲人石,850000
哲學,10700000
哲學博士學位,1460000
哲學史,35400000
哲學家,23700000
哲理,100000000
哲蚌寺,4910000
哳,7790000
哶,923000
哺,100000000
哺乳,100000000
哺乳動物,38000000
哺乳期,100000000
哺乳綱,740000
哺乳類動物,47900000
哺母乳,73400000
哺育,100000000
哺養,22200
哼,100000000
哼兒哈兒,229000
哼哧,10200000
哼哼唧唧,29200000
哼唧,27700000
哼聲,2760000
哽,100000000
哽咽,100000000
哽噎,7410000
唁信,2510000
唁函,536000
唂,1150000
唃,1620000
唅,4190000
唇亡齒寒,1050000
唇典,245000
唇印,17600000
唇讀,461000
唇齒相依,386000
唉聲嘆氣,743000
唎,4090000
唏,100000000
唐,100000000
唐三藏,99500000
唐伯虎,77100000
唐僖宗,8770000
唐初四大家,1520000
唐古拉,34600000
唐古拉山脈,359000
唐吉訶德,362000
唐堯,2160000
唐太宗,100000000
唐宋,100000000
唐宋八大家,51300000
唐宣宗,9490000
唐寅,50300000
唐寧街,680000
唐山大地震,35800000
唐山市,100000000
唐恩都樂,114000
唐憲宗,564000
唐懿宗,5400000
唐招提寺,3280000
唐敬宗,4360000
唐文宗,10200000
唐明皇,27900000
唐書,10300000
唐末,49400000
唐樓,162000
唐武宗,8690000
唐殤帝,34100
唐氏症,13300000
唐氏綜合症,3500000
唐河縣,39800
唐海,32900000
唐海縣,4920
唐睿宗,7590000
唐縣,266000
唐肅宗,639000
唐高祖,25800000
唑,100000000
唔好睇,26300000
唕,411000
唚,532000
唞,1400000
唧,100000000
唧咕,427000
唧唧,100000000
唧唧喳喳,20300000
唧唧嘎嘎,662000
唧筒,3000000
唧筒座,326000
唪,5000000
唫,3170000
唬,100000000
唬人,40700000
唬弄,3430000
唬爛,196000
售,100000000
售價,10300000
售完,100000000
售完即止,2620000
售後服務,100000000
售票口,17000000
售票員,4770000
售票大廳,909000
售票處,4280000
售罄,100000000
售貨,90800000
售貨員,3800000
售貨臺,859000
售賣,1910000
唯,100000000
唯一,100000000
唯一性,76500000
唯命是從,11200000
唯唯諾諾,1430000
唯恐,100000000
唯恐天下不亂,944000
唯意志論,680000
唯象理論,353000
唯飯,22500
唱,100000000
唱名,12000000
唱和,85100000
唱商,1440000
唱對臺戲,153000
唱念,61500000
唱戲,178000
唱本,66400000
唱機,119000
唱歌,100000000
唱段,62900000
唱票,10400000
唱空城計,5100000
唱臂,1190000
唱詩班,1690000
唱雙簧,657000
唱頭,131000
唱高調,837000
唲,5310000
唹,331000
唼,2880000
唾沫,100000000
唾罵,93800
啁啾,19700000
啃老族,21500000
啄食,37700000
啅,1640000
商人銀行,5380000
商兌,14800000
商南縣,15300
商域,1390000
商場,8260000
商女,38300000
商學院,100000000
商州區,16000
商戰,261000
商旅,100000000
商棧,3350
商業,57800000
商業中心,56600000
商業化,54000000
商業區,48200000
商業應用,14700000
商業模式,58400000
商業機構,18900000
商業版本,13800000
商業發票,1310000
商業管理,33800000
商業行為,9670000
商業計劃,41600000
商業銀行,100000000
商榷,100000000
商標,12000000
商機,4970000
商檢,270000
商民,100000000
商水,86300000
商水縣,46500
商河,67600000
商河縣,42500
商洛,100000000
商洛市,100000000
商洽,28100000
商港,100000000
商湯,192000
商湯科技,2220000
商演,58600000
商界,100000000
商祺,16700000
商科院校,28800000
商稅,51800000
商紂王,2980000
商約,26900000
商舖,832000
商號,753000
商行,100000000
商計,63700000
商討,1060000
商調,58000000
商談,39400000
商販,402000
商貿,4720000
商辦,100000000
商都,100000000
商酌,4880000
商量,100000000
商隊,168000
商鞅,92100000
商鞅變法,4220000
商飆徐起,2860
啊,100000000
啊喲,10300000
啎,595000
問,100000000
問事,100000000
問卷,3300000
